seller_owner_match,duplicate_transaction,recent_ownership_change,record_inconsistency,ownership_changes,previous_transactions,transaction_frequency_30d,days_since_previous_transaction,transaction_value_log,risk_score,risk_level
1,0,0,0,2,0,1,707,15.254733786252528,6.28,LOW
1,0,0,0,0,3,3,1016,15.0885839613455,5.76,LOW
1,0,1,1,0,0,0,463,15.13823042315516,35.69,MEDIUM
1,0,1,0,0,1,0,807,17.64197506800357,10.19,LOW
1,0,0,1,3,1,1,1431,15.731856164264572,32.96,MEDIUM
1,0,0,0,0,6,4,352,15.877352018891663,11.7,LOW
0,0,0,0,1,4,2,436,16.851825465615775,22.21,LOW
1,0,0,0,1,6,0,180,14.170119228562628,17.08,LOW
1,0,0,1,0,1,2,813,16.057910403396054,29.8,LOW
0,0,0,0,1,1,0,305,14.793441098459787,22.15,LOW
1,0,0,0,1,1,2,1282,15.67614358738585,1.22,LOW
1,0,0,0,0,3,0,436,15.354937236644867,3.4,LOW
1,0,1,0,0,0,2,996,15.298221179365617,10.38,LOW
1,1,0,0,0,5,0,284,16.248139987377,36.7,MEDIUM
1,0,0,0,1,4,1,484,16.243334742631763,5.35,LOW
1,0,0,0,2,2,1,256,15.758197351842616,18.04,LOW
1,1,0,0,0,2,1,829,16.407752777290273,24.61,LOW
1,0,0,0,0,2,0,41,15.044524005061096,0.9,LOW
1,0,0,0,1,1,0,124,16.74974445594337,10.64,LOW
0,0,0,0,0,3,0,752,15.773181075626633,22.77,LOW
1,0,0,0,1,2,0,819,15.467970081648314,6.23,LOW
1,0,0,0,0,1,1,494,15.12576530712672,7.89,LOW
1,0,0,1,0,3,0,647,15.73446279348665,17.86,LOW
1,0,0,0,1,1,1,625,18.057703182530513,0.0,LOW
1,0,0,0,0,2,2,1137,15.93035485288715,0.0,LOW
0,0,0,0,0,2,1,670,14.741156110242217,28.21,LOW
1,0,0,0,1,3,2,1272,17.01070097346355,10.53,LOW
1,1,0,0,0,5,1,325,15.48087872062907,36.62,MEDIUM
1,0,0,0,0,3,2,299,16.31213490478772,3.76,LOW
1,0,0,1,1,1,3,605,15.333773394530764,19.62,LOW
0,0,0,0,1,2,2,122,17.408850647757486,17.8,LOW
1,0,0,0,0,0,2,1007,15.35016426768944,17.83,LOW
1,0,0,0,2,1,1,586,17.53764377643529,11.62,LOW
1,1,0,0,1,3,2,549,14.845813357018335,35.15,MEDIUM
1,0,1,0,0,3,0,801,15.677802975712972,18.48,LOW
0,0,0,0,2,3,0,123,17.53999536449746,23.69,LOW
1,0,0,1,1,1,1,565,16.184991647259473,19.95,LOW
1,0,0,0,0,1,3,1459,18.498612535986197,14.22,LOW
1,0,0,0,2,2,1,943,15.703945505838181,13.04,LOW
1,0,0,1,1,1,1,861,16.28274713825674,20.11,LOW
1,0,0,0,0,1,1,758,18.0956641992537,0.0,LOW
0,0,0,0,2,2,0,703,14.334684461583505,27.7,LOW
1,0,0,0,0,1,3,1405,14.198474963500308,3.55,LOW
1,1,0,0,0,3,1,1396,15.124941005069651,40.25,MEDIUM
1,0,0,0,0,1,3,614,16.89470995842066,4.21,LOW
1,0,0,0,0,2,1,1388,14.229163698334867,0.0,LOW
0,0,0,0,0,2,2,123,16.65675396221822,26.36,LOW
1,0,1,1,2,2,0,479,16.579377363937784,42.85,MEDIUM
1,0,0,0,0,2,0,453,18.215829256522152,0.0,LOW
1,0,0,0,1,3,0,1046,17.15003341806361,7.64,LOW
1,0,0,0,1,2,0,909,16.400455261247554,11.08,LOW
1,0,0,0,0,1,0,709,17.495046228668258,1.46,LOW
1,0,0,0,0,2,1,384,16.592794335226355,0.0,LOW
1,0,0,0,1,3,0,760,15.493922939910078,2.81,LOW
1,1,0,0,1,3,1,403,14.740933645246253,24.36,LOW
1,0,0,0,0,2,0,746,15.37369783593761,0.79,LOW
1,0,0,0,1,2,1,509,15.95591873799817,7.91,LOW
1,0,0,0,0,1,0,1333,16.192520245884563,0.0,LOW
1,0,0,0,1,2,1,1119,13.651284842104566,16.35,LOW
1,0,0,0,0,1,0,263,15.758483631583607,4.85,LOW
1,0,0,0,0,1,0,1411,16.03143994650439,0.0,LOW
1,0,0,0,3,2,0,988,16.602291189367826,2.29,LOW
1,0,0,0,1,4,1,525,17.789480970756987,2.68,LOW
1,0,0,0,0,1,0,796,16.204218888989796,8.9,LOW
1,0,0,1,2,2,0,293,14.99948083612751,31.29,MEDIUM
1,0,0,0,1,1,1,70,14.00011267803838,13.97,LOW
1,0,1,0,0,3,1,631,16.75571205392362,18.57,LOW
1,0,0,0,1,3,1,1174,15.044003904574845,5.95,LOW
1,0,0,0,1,1,0,528,16.95352067487748,0.0,LOW
1,0,0,0,0,4,1,576,17.537162167378824,6.26,LOW
1,1,1,0,1,2,2,1486,14.301517757422909,47.5,MEDIUM
1,0,0,0,1,0,0,1481,16.60928181463486,2.12,LOW
1,0,0,0,1,2,1,696,17.42188465137328,14.69,LOW
1,0,1,0,1,3,2,66,17.12094325780831,22.68,LOW
1,0,0,0,2,1,2,1019,13.693982619398499,17.27,LOW
1,0,1,0,1,4,0,1072,15.060982750726925,12.88,LOW
1,0,0,0,1,1,1,1371,14.591801443674534,19.49,LOW
1,1,0,0,1,0,0,1423,16.575820030661756,27.32,LOW
1,0,0,1,1,2,1,944,16.454659285834047,28.48,LOW
1,1,0,0,1,1,1,160,13.032318934265312,35.97,MEDIUM
0,1,1,0,0,1,0,374,15.669085216539374,61.12,HIGH
0,0,0,0,0,5,1,1075,16.880791813375218,31.65,MEDIUM
1,0,1,0,2,1,1,911,16.162773590346536,28.22,LOW
1,0,0,1,0,3,1,654,16.160893611449847,18.52,LOW
1,1,0,0,0,2,1,603,15.598506944609419,25.25,LOW
1,0,1,0,1,2,0,1065,14.835164964817853,19.86,LOW
1,0,0,0,0,1,0,633,15.981238593720468,0.14,LOW
1,0,1,1,1,2,0,232,16.057302796358638,45.37,MEDIUM
1,0,0,0,1,2,1,1469,16.67677997236625,9.94,LOW
1,0,0,0,0,1,0,524,16.76614991672501,0.38,LOW
0,0,0,0,0,3,1,418,16.094447561079566,29.07,LOW
1,1,0,0,0,0,0,104,17.204399201043316,15.31,LOW
1,1,0,0,0,4,0,703,15.587582865050653,25.7,LOW
1,0,0,0,0,0,0,1480,14.411572973132293,1.49,LOW
1,0,0,0,0,0,2,239,16.524759036360027,8.75,LOW
1,0,0,0,1,1,1,367,16.13901750982818,6.59,LOW
1,0,1,0,1,1,1,267,16.54662466724785,27.93,LOW
1,0,0,0,1,3,0,141,14.60910351688878,10.06,LOW
1,0,0,0,2,2,0,905,17.969875697472148,5.62,LOW
0,0,1,1,1,2,0,447,16.781552655030005,59.64,MEDIUM
1,0,0,0,1,5,1,1127,15.683203419900961,10.64,LOW
1,0,0,0,0,2,0,601,14.97100153943889,0.0,LOW
1,0,0,0,0,0,0,955,17.184868751475474,7.94,LOW
1,0,0,1,1,3,5,134,14.788053239729757,25.73,LOW
1,0,0,0,1,3,0,494,18.487501307271277,7.19,LOW
0,0,0,0,0,2,0,621,15.325474566110737,27.52,LOW
0,0,0,0,0,1,0,89,17.89255573606617,21.34,LOW
1,0,0,0,2,1,1,629,15.797078836420013,6.1,LOW
1,0,0,1,1,2,0,705,17.73882137970234,22.94,LOW
1,1,0,0,0,3,1,606,15.191644642490832,33.84,MEDIUM
1,0,0,0,1,3,0,756,16.02072001640137,2.96,LOW
1,0,0,0,0,0,0,1196,16.885224263187624,0.0,LOW
1,0,1,0,1,2,1,1156,16.728284850365405,27.08,LOW
1,0,0,0,2,1,0,21,17.210838017023672,16.89,LOW
1,0,0,0,2,1,0,961,15.46378067371828,12.63,LOW
1,1,0,0,1,4,1,1357,16.09328921013479,37.64,MEDIUM
1,0,0,0,1,1,0,1307,17.37322743359788,15.38,LOW
1,0,0,0,1,1,2,485,15.224218948109153,12.82,LOW
1,0,0,0,0,3,0,1175,16.62979516723024,0.0,LOW
0,0,1,0,1,1,0,1202,15.758923736244475,43.55,MEDIUM
1,0,0,0,0,1,1,549,16.226461517240867,0.0,LOW
1,0,0,0,1,3,3,1304,16.093005238055895,7.65,LOW
0,1,0,0,0,3,3,948,15.132888534136539,47.49,MEDIUM
1,0,0,0,0,1,3,1127,15.713237488665307,3.7,LOW
1,0,0,0,0,1,1,1121,16.159425477284376,5.05,LOW
1,0,0,0,2,2,2,1172,15.887003601416659,10.77,LOW
1,0,0,0,0,2,0,1436,17.73000954477366,0.0,LOW
1,0,1,0,1,2,0,1286,17.110951112497997,11.73,LOW
1,0,1,0,1,3,2,633,16.318978548342848,34.28,MEDIUM
1,0,0,0,0,0,0,843,15.160539199008547,1.69,LOW
1,0,0,0,2,0,2,973,15.093574598912252,5.36,LOW
1,1,0,0,1,3,0,1285,18.17119213880845,33.88,MEDIUM
0,0,1,0,0,3,0,589,14.889126020320585,50.61,MEDIUM
1,0,0,0,1,1,0,469,16.125245579965576,7.29,LOW
1,0,0,0,0,1,1,1107,16.397043585783546,0.0,LOW
1,0,0,1,2,2,1,1432,15.657543983368363,41.9,MEDIUM
1,1,0,0,1,1,0,1368,14.897575858964904,20.41,LOW
1,1,0,0,2,2,0,222,15.136613697092864,33.01,MEDIUM
1,1,1,0,0,2,0,1379,15.398844497465568,36.35,MEDIUM
1,0,0,0,0,2,0,1184,15.219557843992442,0.0,LOW
1,0,1,0,2,3,1,235,17.460492432499024,26.66,LOW
0,0,0,0,0,2,1,9,15.989961407180107,21.85,LOW
1,0,0,0,1,1,0,306,15.423818788737627,3.61,LOW
1,0,0,0,0,3,0,1395,16.117653848253926,8.17,LOW
1,0,0,0,3,2,1,1133,16.734751495824405,8.59,LOW
1,1,0,0,0,2,1,863,15.620918323336662,21.68,LOW
1,0,0,0,1,5,2,947,16.992179424693507,9.28,LOW
1,0,0,0,0,1,0,620,14.601738548207786,0.0,LOW
1,0,0,0,3,3,0,1358,17.288433995328056,9.14,LOW
1,0,0,1,2,4,0,234,15.990152426250557,21.99,LOW
0,0,0,0,1,2,1,471,15.9471864130731,31.21,MEDIUM
1,0,0,1,1,4,1,301,15.237684243088662,29.38,LOW
1,1,1,0,2,2,0,1272,14.649364856435245,43.36,MEDIUM
0,0,0,0,0,3,1,810,14.16666087060307,21.12,LOW
1,0,0,0,0,2,1,1026,15.160945664155236,3.67,LOW
0,0,0,0,3,0,0,1380,16.64644054266259,27.22,LOW
1,0,0,1,0,0,0,293,14.942593735464872,19.44,LOW
0,0,0,0,2,4,2,1447,14.29670699570326,42.43,MEDIUM
1,0,1,0,1,2,0,189,15.000028158078434,19.32,LOW
1,0,0,0,0,2,1,1132,15.576683350745252,0.0,LOW
1,0,0,0,0,2,2,1054,15.619948655071411,6.48,LOW
1,0,0,0,0,2,0,1238,15.858217800932959,0.56,LOW
1,0,0,0,0,2,2,237,17.135866980657067,3.67,LOW
0,0,0,1,3,0,1,1440,17.374179881900638,54.69,MEDIUM
1,0,0,0,0,2,1,1192,18.206008755928256,6.55,LOW
1,0,0,0,0,6,1,166,14.212601951631575,6.11,LOW
1,0,0,0,1,3,0,836,15.058527687630033,5.24,LOW
1,0,0,0,3,2,1,1226,16.76833367276573,23.66,LOW
1,0,0,0,1,2,1,715,15.500565662922472,12.52,LOW
0,0,0,0,0,0,1,571,16.946865116834154,28.03,LOW
1,0,1,0,1,1,0,413,16.22782477312631,19.57,LOW
1,0,0,0,1,2,1,774,17.73712463104048,1.08,LOW
1,0,0,0,2,1,0,1476,17.146987725325953,13.25,LOW
1,1,0,0,1,1,0,911,17.16711828921488,30.75,MEDIUM
1,0,0,0,3,4,1,1083,15.546941230436934,11.45,LOW
1,0,0,0,0,2,2,1170,15.892793069434902,3.18,LOW
1,0,0,0,2,4,0,1167,15.664221196675909,4.62,LOW
0,0,1,0,0,0,0,601,14.343518641985103,42.52,MEDIUM
1,0,0,0,1,2,0,1153,17.618946181045086,8.36,LOW
1,0,1,0,1,0,1,492,16.819926039727534,20.57,LOW
1,0,0,0,1,1,0,876,15.62047016351097,3.85,LOW
0,0,0,0,0,2,0,453,17.435051758205972,20.17,LOW
1,0,0,0,1,1,0,1410,15.306595588578128,0.0,LOW
0,0,0,0,1,3,0,1095,13.978052084699197,20.45,LOW
1,0,0,0,2,3,1,876,17.108106728182975,6.52,LOW
0,0,0,0,0,1,0,677,14.593583743572403,18.33,LOW
1,0,0,0,1,1,0,780,15.784646987813618,5.57,LOW
1,0,0,0,0,3,0,1170,16.226735344862135,6.43,LOW
1,0,0,0,1,0,0,410,16.42401187921264,2.67,LOW
1,0,0,0,1,4,0,1243,16.933241161824174,13.6,LOW
1,0,1,0,0,1,0,422,16.638936568894263,11.5,LOW
0,0,0,0,0,2,0,212,16.60488177921823,23.0,LOW
0,0,0,0,0,1,1,1106,15.13017303973786,24.18,LOW
1,0,0,0,0,1,0,1063,16.323667912994424,6.4,LOW
1,0,0,0,2,1,1,502,14.343895032944882,9.44,LOW
1,0,1,0,0,0,2,973,17.718351468298113,18.47,LOW
1,0,0,0,0,2,0,1093,14.457178693799953,0.0,LOW
1,0,0,1,0,3,1,1182,15.618916177368021,17.56,LOW
1,0,0,0,1,4,0,1430,14.549238337070538,11.98,LOW
1,1,0,0,1,1,1,1282,15.196817085547783,20.72,LOW
1,0,0,0,1,2,3,659,16.014771256975255,16.22,LOW
0,0,0,0,0,2,1,345,15.418366091632398,27.78,LOW
1,0,0,0,1,2,4,146,17.258670883960185,6.86,LOW
0,0,0,0,0,2,0,861,16.249591117559078,19.39,LOW
1,0,0,0,1,5,1,1000,15.490799297848548,18.35,LOW
1,0,0,0,0,2,0,1037,15.85305987702855,8.8,LOW
1,0,1,0,0,1,0,14,17.34167050276153,22.34,LOW
1,1,0,0,0,0,1,1052,16.99975797161291,28.11,LOW
1,0,0,0,0,2,0,1181,14.747352016583047,0.0,LOW
0,0,0,1,0,0,0,1083,15.251283114446435,41.44,MEDIUM
1,1,0,0,1,2,0,789,16.52226880055281,27.25,LOW
1,0,0,0,2,2,0,22,16.388703244629742,15.15,LOW
1,0,0,0,0,1,0,735,14.844580304461362,10.13,LOW
1,0,1,0,3,2,1,967,16.824039248237288,27.28,LOW
1,0,0,0,0,3,0,854,15.020038445794965,0.0,LOW
1,0,0,0,0,2,0,862,17.434209451241976,0.0,LOW
1,0,0,0,1,3,1,775,16.582394071874585,7.7,LOW
1,0,0,0,1,2,0,828,14.754883104289707,0.87,LOW
0,0,0,0,0,0,0,485,15.418015628390247,23.5,LOW
1,0,0,0,1,0,1,908,15.398893324018513,0.0,LOW
1,0,1,0,1,2,4,422,16.175864393432565,29.13,LOW
1,0,0,0,1,0,0,737,15.77562541218626,0.0,LOW
1,1,0,0,2,3,0,623,14.739962195280038,35.05,MEDIUM
1,0,0,0,0,3,0,1072,14.466314939155167,0.47,LOW
0,0,1,0,1,2,0,1343,16.603925667837647,50.76,MEDIUM
1,0,0,0,0,2,1,950,16.31486055102058,3.85,LOW
1,0,0,0,0,3,0,203,16.116091312925533,12.31,LOW
1,0,1,0,0,1,1,1001,16.297805044856506,19.94,LOW
1,0,0,0,0,1,0,487,15.319188937722462,8.13,LOW
1,0,1,0,1,2,0,74,16.202391593552658,18.55,LOW
0,1,0,0,1,2,1,288,18.792356121482694,56.24,MEDIUM
1,0,0,0,0,1,1,1500,17.292023832821858,8.54,LOW
1,0,0,0,0,2,0,641,15.68275070394418,6.17,LOW
0,0,0,0,2,2,1,302,15.424291078188636,34.61,MEDIUM
1,1,0,0,0,2,0,200,12.853516662759276,25.71,LOW
0,0,0,0,0,1,0,976,17.175563568283167,22.14,LOW
1,0,0,0,0,1,0,1141,16.865265889152294,6.64,LOW
1,0,0,1,1,2,1,530,15.401789233795858,31.79,MEDIUM
1,0,0,0,2,3,2,155,14.42512154883516,8.78,LOW
1,0,0,1,1,3,0,532,14.729205812491301,20.22,LOW
0,1,0,0,1,1,1,998,16.488837648727365,49.02,MEDIUM
1,1,0,0,1,2,1,171,15.901725192971234,36.52,MEDIUM
1,0,1,0,0,0,2,401,16.76075121936801,12.96,LOW
1,0,0,0,1,5,2,3,16.095087452205,21.65,LOW
1,0,0,0,0,3,0,708,17.063434715328132,5.05,LOW
1,1,0,0,1,0,0,255,16.406532654431473,26.43,LOW
0,0,0,0,2,2,0,300,16.91167491817675,38.48,MEDIUM
1,0,0,0,0,2,1,169,13.70134824798587,0.0,LOW
1,0,0,0,0,0,0,1096,14.642219872452793,8.6,LOW
1,0,0,1,1,0,1,734,15.59921316312361,24.99,LOW
1,0,1,0,1,2,1,1423,17.187525663390268,10.36,LOW
0,1,0,0,0,1,1,592,18.068582698674515,58.62,MEDIUM
1,1,0,0,1,0,1,332,15.819340639374435,35.78,MEDIUM
1,1,1,0,2,1,0,306,15.327261929723003,45.93,MEDIUM
1,0,1,0,0,1,0,1430,13.849534601316417,10.55,LOW
0,0,0,0,0,2,0,885,16.94992014048048,15.57,LOW
1,0,0,0,1,0,1,488,15.394790367286076,17.34,LOW
1,0,0,0,1,0,0,981,19.25416813629397,0.0,LOW
1,0,0,0,3,2,0,837,15.186655687962036,4.93,LOW
1,0,0,0,1,2,1,172,18.315802606546733,7.69,LOW
1,0,0,0,0,0,0,1053,16.823204121946215,0.0,LOW
1,0,0,0,0,1,3,178,14.868909160746497,0.1,LOW
1,0,0,0,0,1,0,299,16.255358167507946,5.9,LOW
1,0,0,0,1,4,2,1070,16.848518579205514,11.67,LOW
1,0,0,0,0,3,0,667,15.752222588231758,0.22,LOW
1,0,0,1,2,1,0,333,16.92178098160753,26.02,LOW
0,0,0,0,1,2,1,101,16.897552875283527,26.22,LOW
1,0,0,1,1,2,1,891,16.655972350653546,24.49,LOW
1,0,1,0,0,3,1,1046,15.981879295147744,14.57,LOW
1,0,1,0,0,1,0,304,14.70756590176326,12.55,LOW
0,0,1,0,1,2,0,625,15.915536086977243,38.69,MEDIUM
1,0,1,0,1,5,2,516,16.193671130087427,21.05,LOW
1,0,1,0,0,2,2,1338,13.936344041858392,24.67,LOW
0,0,0,0,0,1,3,1187,16.186158847590477,31.4,MEDIUM
1,0,0,0,0,1,1,411,15.893518608708842,0.0,LOW
1,0,0,0,0,1,0,770,14.57371132213655,0.0,LOW
1,0,0,0,1,0,2,1386,15.633692970239068,5.48,LOW
1,0,0,0,0,2,0,518,15.656969018482272,12.66,LOW
1,0,0,0,1,4,1,211,18.12310398684276,2.45,LOW
1,0,1,0,0,0,0,447,16.242130180795105,13.98,LOW
1,0,0,0,0,4,2,911,17.13964977644606,6.39,LOW
1,0,1,1,1,3,1,1489,15.870403165060287,39.81,MEDIUM
0,0,0,0,1,1,0,462,13.938691831481407,23.92,LOW
1,0,0,0,1,3,2,87,16.739576033703784,14.51,LOW
1,0,0,0,1,2,0,272,15.275994597453705,7.17,LOW
1,0,0,0,0,4,0,619,15.630839857013298,7.35,LOW
1,0,0,0,0,2,0,140,14.841731625972983,4.54,LOW
1,0,0,1,3,1,0,52,16.080044650313496,33.89,MEDIUM
1,1,1,0,1,1,0,984,17.171696197784698,53.03,MEDIUM
0,0,0,0,0,1,1,1237,17.026011919322087,31.35,MEDIUM
1,0,0,0,1,2,1,349,17.744808458563682,18.35,LOW
1,1,0,0,1,0,2,784,17.90075540374952,38.53,MEDIUM
0,0,0,0,0,8,0,859,13.749538346715955,24.68,LOW
1,0,0,0,1,5,1,1002,14.687017382977954,12.91,LOW
1,0,0,0,0,6,0,1470,14.010989263840791,8.13,LOW
1,0,0,1,0,1,0,1328,16.69512345142855,29.22,LOW
1,0,0,0,1,1,1,474,15.237610037820932,0.54,LOW
1,0,0,0,0,2,1,1464,15.461901634971678,5.86,LOW
0,1,0,0,3,2,1,52,15.7617428248798,57.58,MEDIUM
1,0,0,0,0,1,2,1443,16.420827756899826,6.36,LOW
1,0,0,0,1,0,0,214,14.366146847192898,2.22,LOW
1,0,0,0,2,0,2,171,14.615250191102504,12.12,LOW
0,0,0,0,0,4,0,179,16.001425827184217,17.87,LOW
1,0,0,0,1,3,0,183,17.318620529769916,9.67,LOW
1,0,0,0,0,0,0,695,15.972062856423808,1.07,LOW
1,0,0,0,1,2,0,960,15.129174322979765,5.6,LOW
1,0,0,0,3,3,0,1117,13.6369704516286,22.33,LOW
1,0,0,0,1,1,0,23,17.047943143566307,9.5,LOW
1,0,1,1,1,2,3,444,15.190475185670472,44.37,MEDIUM
1,0,0,0,0,1,1,198,14.737819392673106,2.74,LOW
1,0,1,1,0,1,1,218,14.11314225089534,36.58,MEDIUM
1,0,0,0,5,3,2,1120,14.416989107743838,33.37,MEDIUM
1,0,0,0,3,1,0,961,14.942664357500762,11.07,LOW
1,0,0,0,0,3,1,315,15.737266390186434,0.76,LOW
1,0,0,0,1,4,0,452,14.670384124763277,16.0,LOW
1,0,1,0,0,1,0,1388,16.2042788413024,13.96,LOW
1,0,0,0,0,0,0,863,15.728907486090087,0.0,LOW
1,0,0,0,0,2,1,358,18.44419151810298,0.0,LOW
1,0,0,0,0,3,0,1401,14.12511257196807,0.0,LOW
1,0,0,0,3,1,2,298,16.17762737334362,4.37,LOW
1,0,0,0,0,1,1,437,16.19140548794505,0.34,LOW
0,0,1,0,0,1,1,1039,14.866386855684537,38.9,MEDIUM
1,0,0,0,0,2,1,769,16.104777637192207,9.08,LOW
1,0,1,0,0,2,1,103,16.84655380304739,21.04,LOW
1,1,0,1,2,2,1,1211,16.106140630813616,57.1,MEDIUM
1,0,0,0,0,1,0,342,17.522909173301823,0.0,LOW
1,1,0,0,0,2,2,1038,13.604543620095127,34.96,MEDIUM
1,0,1,0,0,1,0,501,15.073543245917007,22.77,LOW
0,1,0,0,0,1,0,1127,17.62256165195404,50.93,MEDIUM
1,1,0,0,1,4,1,1348,17.003228966590235,35.89,MEDIUM
1,0,0,0,1,1,0,1159,16.594562882392918,0.0,LOW
1,0,0,0,0,3,1,1382,17.356536947171406,9.17,LOW
1,1,0,0,0,2,0,810,13.891786333428053,36.64,MEDIUM
1,1,0,0,0,0,1,97,16.875171728995102,29.08,LOW
1,1,0,0,0,3,2,804,17.170807178661367,28.03,LOW
1,0,0,1,1,0,2,692,15.275429817206689,23.97,LOW
0,0,0,0,2,2,1,1079,18.89216082968035,29.67,LOW
1,0,1,0,0,0,0,373,16.215983860468263,12.95,LOW
1,0,0,0,0,0,1,1047,13.587954053240605,4.84,LOW
1,0,1,0,0,3,0,662,16.41939919772713,18.49,LOW
1,0,1,0,1,2,1,1005,15.208153967011661,26.32,LOW
1,0,0,0,0,1,3,630,17.28149480132247,7.11,LOW
1,0,0,1,0,2,0,573,16.602738436730426,15.52,LOW
0,0,0,0,0,2,1,321,15.34228572049619,22.59,LOW
1,0,0,0,1,0,1,1243,17.652697110089186,1.9,LOW
1,0,0,0,0,1,0,103,17.03339643657724,0.0,LOW
1,0,0,0,0,2,0,354,15.089288013549687,10.79,LOW
1,0,0,0,1,1,1,640,15.832750411383067,15.69,LOW
1,0,0,0,1,1,2,233,16.568608469840488,11.37,LOW
1,0,1,0,0,3,1,1376,15.599310410950116,19.13,LOW
1,1,0,0,1,1,0,518,15.63216065576802,22.94,LOW
1,0,0,0,0,1,2,363,16.04039753109093,4.84,LOW
0,0,1,0,1,0,2,381,14.82762155755887,39.24,MEDIUM
1,0,0,0,0,4,0,287,13.543958127565336,11.42,LOW
0,0,0,0,1,4,0,995,16.263048348565242,20.19,LOW
1,0,1,0,0,1,0,722,13.812210055775296,17.55,LOW
1,1,0,0,0,2,1,346,14.907657426540807,24.36,LOW
1,0,0,0,1,0,0,1310,14.051259405156571,3.28,LOW
0,0,0,0,0,1,3,985,14.186711107462566,30.86,MEDIUM
1,0,1,0,1,6,2,604,16.46899069153122,30.85,MEDIUM
0,0,0,0,1,1,0,770,15.75546101843392,25.98,LOW
1,0,0,0,0,0,0,984,15.715759498985063,3.95,LOW
1,0,0,0,1,1,1,228,14.55250803801359,2.12,LOW
0,0,0,0,0,2,1,1213,15.278566002277582,26.46,LOW
1,1,0,1,1,3,0,387,16.414100675131206,55.2,MEDIUM
1,0,0,0,2,4,0,44,15.942704008162849,11.35,LOW
1,0,1,0,2,4,3,783,16.904941467146184,26.14,LOW
1,1,0,0,0,4,0,1315,17.061601213338506,27.44,LOW
1,0,0,0,1,0,0,1100,15.722558155915968,8.6,LOW
1,0,0,0,0,2,0,463,13.962525785487458,0.0,LOW
1,0,0,0,0,2,0,597,15.167690611027162,0.0,LOW
1,0,0,0,1,3,2,894,15.892541791040038,11.64,LOW
1,0,0,0,1,0,0,349,15.145864242795474,1.06,LOW
1,0,0,0,0,0,0,1230,14.839913367532871,0.0,LOW
1,0,0,0,1,2,1,442,16.076727512645835,13.3,LOW
1,0,0,0,0,0,0,325,18.67333341300661,0.0,LOW
1,0,0,0,0,1,1,142,15.462993131759987,1.19,LOW
1,0,0,0,1,2,0,1040,15.996913562259047,1.6,LOW
1,0,1,0,0,7,1,37,14.556760535045912,19.94,LOW
1,0,0,0,0,5,0,1209,17.367741160545666,0.0,LOW
1,0,1,0,0,2,1,1460,16.962217347686565,21.48,LOW
0,1,1,0,0,2,0,166,16.886307553412507,65.02,HIGH
1,0,0,0,1,2,0,144,17.49577539243522,9.92,LOW
1,0,1,0,0,1,0,1402,15.529924509835713,12.4,LOW
1,1,0,0,1,2,1,187,15.667340398169816,43.28,MEDIUM
1,0,0,1,0,1,2,611,17.880866385075315,12.35,LOW
1,0,0,0,0,1,0,1307,16.696000913239015,0.0,LOW
1,0,0,0,0,1,0,208,13.558855996521423,9.83,LOW
0,0,0,0,1,0,0,995,16.500303073200712,28.01,LOW
1,0,0,0,0,2,0,574,15.360132133153444,3.25,LOW
1,0,0,0,0,2,1,654,16.987989007122323,5.2,LOW
0,0,0,0,0,0,1,1397,16.449009516362192,26.67,LOW
1,0,0,0,0,1,1,974,14.085402959574921,3.78,LOW
1,0,0,0,0,2,0,479,16.295713187545026,0.0,LOW
0,0,0,0,1,3,1,1403,16.231690499976768,33.5,MEDIUM
0,0,0,0,2,4,2,871,16.399808735111264,38.24,MEDIUM
1,0,0,0,3,2,0,149,16.63308173710464,18.89,LOW
1,0,0,0,0,3,0,589,17.645562555803906,11.37,LOW
1,0,0,0,0,2,1,365,16.45527788857573,4.68,LOW
1,0,0,0,0,5,4,964,16.025188306521912,3.26,LOW
1,0,0,0,0,3,0,1291,17.262764309607046,11.41,LOW
1,0,0,0,0,2,0,58,18.467014795948746,0.0,LOW
1,0,0,0,0,0,1,1171,17.0065778295849,3.23,LOW
1,0,0,0,0,3,0,1375,16.2268267394889,0.89,LOW
1,0,0,0,2,3,1,1492,16.47578360474581,8.14,LOW
1,0,0,0,0,0,0,992,16.281648135338084,3.96,LOW
1,0,0,0,2,2,1,471,16.02037025680066,10.9,LOW
0,0,0,0,1,1,1,218,18.381687914657018,30.44,MEDIUM
1,0,0,0,0,2,1,1418,15.176041288251923,0.0,LOW
1,0,0,0,2,1,1,619,17.27039641106697,7.99,LOW
1,0,0,1,0,1,1,515,15.86155736302937,16.75,LOW
1,0,0,0,0,4,2,1101,14.371538912847404,4.89,LOW
1,0,0,0,0,0,0,1073,15.792850482054842,0.0,LOW
1,0,0,0,2,1,0,1214,15.398546582870694,16.97,LOW
1,0,0,0,0,3,2,1324,16.635335050259425,3.84,LOW
1,1,1,0,0,2,1,1316,16.10043024492443,32.68,MEDIUM
0,0,0,0,0,0,1,256,14.875770449987234,30.94,MEDIUM
1,0,0,0,1,0,1,254,17.618108704838686,7.14,LOW
1,0,0,0,1,1,1,308,17.1991474049233,4.88,LOW
1,0,1,0,2,1,0,941,17.744661085306042,19.96,LOW
1,0,0,0,1,0,0,872,16.26066113047493,0.0,LOW
1,0,1,0,1,5,2,1286,15.96069362489124,34.86,MEDIUM
1,1,0,1,0,1,0,1266,16.773916530880484,45.45,MEDIUM
